"customer_id","first_name","last_name","email","active","payment_id","staff_id","rental_id","amount","date_of_payment","time_of_payment"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,90,2,2043,0.99,2005-06-17,"14:31:12"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,91,1,2642,5.99,2005-06-19,"09:39:01"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,92,1,7660,2.99,2005-07-28,"02:10:10"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,93,2,7718,2.99,2005-07-28,"04:37:59"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,94,1,8741,3.99,2005-07-29,"18:44:57"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,95,1,9100,5.99,2005-07-30,"08:46:09"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,96,1,9371,5.99,2005-07-30,"18:58:00"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,97,2,11069,0.99,2005-08-02,"07:09:34"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,98,1,11110,2.99,2005-08-02,"08:20:31"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,99,2,11529,4.99,2005-08-17,"00:28:01"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,100,1,12151,2.99,2005-08-18,"00:14:03"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,101,2,12294,8.99,2005-08-18,"05:14:44"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,102,2,12856,1.99,2005-08-19,"02:19:13"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,103,1,13704,2.99,2005-08-20,"09:32:04"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,104,1,13807,6.99,2005-08-20,"12:55:40"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,105,2,14225,4.99,2005-08-21,"04:53:37"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,106,1,15147,2.99,2005-08-22,"13:58:23"
4,BARBARA,JONES,BARBARA.JONES@sakilacustomer.org,1,107,2,15635,1.99,2005-08-23,"07:43:00"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,108,1,731,0.99,2005-05-29,"07:25:16"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,109,1,1085,6.99,2005-05-31,"11:15:43"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,110,1,1142,1.99,2005-05-31,"19:46:38"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,111,1,1502,3.99,2005-06-15,"22:03:14"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,112,2,1631,2.99,2005-06-16,"08:01:02"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,113,2,2063,4.99,2005-06-17,"15:56:53"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,114,2,2570,2.99,2005-06-19,"04:20:13"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,115,2,3126,4.99,2005-06-20,"18:38:22"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,116,2,3677,4.99,2005-07-06,"09:11:58"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,117,2,4889,2.99,2005-07-08,"20:04:43"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,118,1,5016,4.99,2005-07-09,"01:57:57"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,119,2,5118,5.99,2005-07-09,"07:13:52"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,120,2,5156,1.99,2005-07-09,"08:51:42"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,121,2,5721,0.99,2005-07-10,"11:09:35"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,122,1,6042,8.99,2005-07-11,"03:17:04"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,123,1,6663,3.99,2005-07-12,"11:27:35"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,124,2,6685,4.99,2005-07-12,"12:16:28"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,125,2,7293,0.99,2005-07-27,"12:37:28"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,126,2,7652,0.99,2005-07-28,"01:50:29"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,127,2,7829,3.99,2005-07-28,"08:43:39"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,128,1,8263,2.99,2005-07-29,"01:11:23"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,129,1,8978,1.99,2005-07-30,"04:14:28"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,130,1,9493,4.99,2005-07-30,"23:52:30"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,131,1,9888,3.99,2005-07-31,"14:00:53"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,132,2,10609,4.99,2005-08-01,"14:48:45"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,133,1,10625,0.99,2005-08-01,"15:27:10"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,134,2,11001,4.99,2005-08-02,"04:56:45"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,135,1,11179,4.99,2005-08-02,"10:50:06"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,136,2,11930,3.99,2005-08-17,"16:28:53"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,137,1,12145,9.99,2005-08-18,"00:10:04"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,138,1,12797,2.99,2005-08-19,"00:24:08"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,139,1,13063,1.99,2005-08-19,"09:45:41"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,140,2,13877,0.99,2005-08-20,"15:16:18"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,141,2,14053,6.99,2005-08-20,"22:13:59"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,142,1,14430,6.99,2005-08-21,"11:31:11"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,143,2,14494,2.99,2005-08-21,"14:02:50"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,144,2,15232,0.99,2005-08-22,"17:37:02"
5,ELIZABETH,BROWN,ELIZABETH.BROWN@sakilacustomer.org,1,145,2,13209,0.99,2006-02-14,"15:16:03"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,146,2,57,4.99,2005-05-25,"08:43:32"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,147,1,577,2.99,2005-05-28,"11:09:14"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,148,2,916,0.99,2005-05-30,"11:25:01"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,149,1,1575,3.99,2005-06-16,"03:41:38"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,150,2,1841,2.99,2005-06-16,"23:44:13"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,151,1,1966,0.99,2005-06-17,"09:19:45"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,152,1,2345,0.99,2005-06-18,"12:03:23"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,153,2,3983,0.99,2005-07-06,"23:14:21"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,154,2,4278,2.99,2005-07-07,"14:53:24"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,155,1,5553,0.99,2005-07-10,"03:03:35"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,156,2,6211,5.99,2005-07-11,"12:39:01"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,157,1,6248,7.99,2005-07-11,"15:01:54"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,158,2,6686,0.99,2005-07-12,"12:18:38"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,159,2,7099,2.99,2005-07-27,"05:03:44"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,160,2,7136,2.99,2005-07-27,"06:38:25"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,161,1,8101,0.99,2005-07-28,"18:47:23"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,162,1,10271,2.99,2005-08-01,"03:13:39"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,163,1,11023,2.99,2005-08-02,"05:36:38"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,164,1,11398,3.99,2005-08-02,"18:55:15"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,165,1,11591,6.99,2005-08-17,"02:29:41"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,166,1,11727,0.99,2005-08-17,"08:12:20"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,167,1,11853,0.99,2005-08-17,"13:39:32"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,168,2,12254,2.99,2005-08-18,"04:05:29"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,169,2,13451,6.99,2005-08-20,"00:18:25"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,170,1,14329,7.99,2005-08-21,"08:22:56"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,171,1,14377,4.99,2005-08-21,"09:49:28"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,172,1,15509,5.99,2005-08-23,"02:51:24"
6,JENNIFER,DAVIS,JENNIFER.DAVIS@sakilacustomer.org,1,173,2,15603,0.99,2005-08-23,"06:41:32"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,174,2,46,5.99,2005-05-25,"06:04:08"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,175,2,117,0.99,2005-05-25,"19:30:46"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,176,2,748,2.99,2005-05-29,"09:27:00"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,177,1,975,4.99,2005-05-30,"21:07:15"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,178,1,1063,5.99,2005-05-31,"08:44:29"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,179,2,1810,0.99,2005-06-16,"21:06:00"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,180,1,2250,2.99,2005-06-18,"05:03:36"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,181,1,2709,0.99,2005-06-19,"14:00:26"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,182,1,2888,4.99,2005-06-20,"01:50:56"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,183,1,3007,0.99,2005-06-20,"10:11:53"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,184,2,3639,5.99,2005-07-06,"07:09:17"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,185,2,4238,2.99,2005-07-07,"13:22:20"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,186,2,4787,5.99,2005-07-08,"16:16:04"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,187,1,4856,4.99,2005-07-08,"18:47:38"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,188,1,5441,8.99,2005-07-09,"21:52:05"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,189,1,5921,7.99,2005-07-10,"21:35:12"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,190,1,6174,1.99,2005-07-11,"10:36:28"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,191,1,6295,2.99,2005-07-11,"17:30:58"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,192,2,6761,3.99,2005-07-12,"15:17:42"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,193,2,8422,5.99,2005-07-29,"07:02:55"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,194,2,9624,7.99,2005-07-31,"04:30:03"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,195,2,10330,6.99,2005-08-01,"04:57:04"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,196,1,10423,5.99,2005-08-01,"08:19:53"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,197,1,10514,4.99,2005-08-01,"11:39:26"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,198,2,10644,4.99,2005-08-01,"15:52:00"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,199,2,10989,3.99,2005-08-02,"04:40:54"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,200,2,11542,7.99,2005-08-17,"00:51:32"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,201,1,12367,8.99,2005-08-18,"07:57:14"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,202,1,12730,2.99,2005-08-18,"21:55:01"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,203,2,13373,2.99,2005-08-19,"21:23:31"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,204,1,13476,2.99,2005-08-20,"01:06:04"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,205,1,13594,0.99,2005-08-20,"05:53:31"
7,MARIA,MILLER,MARIA.MILLER@sakilacustomer.org,1,206,1,14222,5.99,2005-08-21,"04:49:48"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,207,2,866,6.99,2005-05-30,"03:43:54"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,208,2,1305,2.99,2005-06-15,"09:59:16"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,209,1,2095,5.99,2005-06-17,"18:21:35"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,210,2,3114,4.99,2005-06-20,"17:57:47"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,211,1,3475,5.99,2005-07-05,"23:01:21"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,212,1,4003,0.99,2005-07-07,"00:09:02"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,213,2,4175,2.99,2005-07-07,"10:02:03"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,214,2,4409,3.99,2005-07-07,"21:47:29"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,215,1,4503,3.99,2005-07-08,"02:17:12"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,216,1,5300,2.99,2005-07-09,"15:40:46"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,217,2,5341,2.99,2005-07-09,"17:13:23"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,218,1,6375,4.99,2005-07-11,"21:39:46"
8,SUSAN,WILSON,SUSAN.WILSON@sakilacustomer.org,1,219,1,6647,0.99,2005-07-12,"10:43:53"
